query,top tables,target table,target answer
what is the main religion in british columbia,List of Prime Ministers of Canada_A2953CFA3138406F,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,French Wars of Religion_FAA76D1363582AED,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,England_A49A934DC2A2F35B,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Wales_AD8D7FE6D142DA6F,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,This Is What It Feels Like_58525A85158F8C2F,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Sales taxes in Canada_1EC0B1E150FFC335,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,British Columbia_5A1C5DA6137743AC,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,The Walking Dead (video game)_E3F6AE4E065001E8,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,British Empire_402A9C4E8DF43B3B,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,British Empire_437401A4CD3952F5,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,I Want to Know What Love Is_70FB231BFD04DAE,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Vancouver_FAFEE36EF31BE9FF,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Ethnic groups in the United Kingdom_CBE2472FC746FFA5,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Nico Mirallegro_55C56A3BDDFCFAB9,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,List of the 100 largest cities and towns in Canada by area_71E795E5F544ABD4,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,List of WWE pay-per-view events_7B94E6E876035BBD,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,List of forms of government_FBBACDB29818E07E,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Ethnic groups in the Philippines_96465C2DD91BCC19,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Supernatural (season 4)_849BDE81C7D7E7C0,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Supernatural (season 7)_849BDE81C7D7E7C0,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Sam Winchester_114F40B633FA3232,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,You Don't Know What Love Is_1EF7135BA50DCA3D,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,You Don't Know What Love Is_C0C80AD9BA41B0F0,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Bobby Singer_E9B798856187412B,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Mark-Paul Gosselaar_DCE88FDE8FBEAFB5,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Castiel (Supernatural)_3CA5B1707494673E,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,List of Supernatural episodes_114F40B633FA3232,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Ellen Harvelle_92D0DA9694377D4,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,List of Supernatural characters_DA1684EFA33959FD,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Crowley (Supernatural)_DA1684EFA33959FD,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Jo Harvelle_AC7BF77A150A58C4,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Lilith (Supernatural)_DA1684EFA33959FD,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Supernatural (season 1)_114F40B633FA3232,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Supernatural (season 6)_DA1684EFA33959FD,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Azazel (Supernatural)_92D0DA9694377D4,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Carry On Wayward Son_39BCE9E4992D2DD6,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Mark-Paul Gosselaar_18D7DB33AE7D642,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,John Winchester (Supernatural)_92D0DA9694377D4,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Supernatural (season 13)_92D0DA9694377D4,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Supernatural (season 5)_92D0DA9694377D4,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Supernatural (season 8)_92D0DA9694377D4,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Geography of Canada_761FEA63C8C63077,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Pilot (Supernatural)_AC7BF77A150A58C4,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Supernatural (U.S. TV series)_A0A685E4238085FE,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Nontheistic religion_F38DBF481D270316,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,German Americans_53AEE34596AC68E5,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Until You Come Back to Me (That's What I'm Gonna Do)_C95BE6191F65A348,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Tourism in Canada_13E6664AEEE6F1C3,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Education in Canada_C04D3BE3F2C767FF,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Frank Sinatra_6B5B25169447CFF0,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Game of Thrones: Season 6 (soundtrack)_EFADFD1853F1FACD,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,The Maritimes_71E795E5F544ABD4,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Governors of British Ceylon_11C3FB6B865DD34E,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Healthcare in Canada_71E795E5F544ABD4,Demographics of British Columbia_E772466F131E590F,Protestant
what is the main religion in british columbia,Oil reserves in Canada_C04D3BE3F2C767FF,Demographics of British Columbia_E772466F131E590F,Protestant
