query,top tables,target table,target answer
who plays david in alvin and the chipmunks,David Seville_68AA1217E16C1CA8,David Seville_918C37E1A2DBFFFD,Jason Lee
who plays david in alvin and the chipmunks,Alvin and the Chipmunks_123F64F2D298B9F0,David Seville_918C37E1A2DBFFFD,Jason Lee
who plays david in alvin and the chipmunks,Bad Day (Daniel Powter song)_998D9671E2FF4143,David Seville_918C37E1A2DBFFFD,Jason Lee
who plays david in alvin and the chipmunks,Alvin and the Chipmunks: Chipwrecked_7B5B58CCB251A5E,David Seville_918C37E1A2DBFFFD,Jason Lee
who plays david in alvin and the chipmunks,Alvin and the Chipmunks: The Squeakquel_7B5B58CCB251A5E,David Seville_918C37E1A2DBFFFD,Jason Lee
who plays david in alvin and the chipmunks,Alvin and the Chipmunks (film)_7B5B58CCB251A5E,David Seville_918C37E1A2DBFFFD,Jason Lee
who plays david in alvin and the chipmunks,Beat It_7B5B58CCB251A5E,David Seville_918C37E1A2DBFFFD,Jason Lee
who plays david in alvin and the chipmunks,Stayin' Alive_7B5B58CCB251A5E,David Seville_918C37E1A2DBFFFD,Jason Lee
who plays david in alvin and the chipmunks,Witch Doctor (song)_BF1F4422604A9C86,David Seville_918C37E1A2DBFFFD,Jason Lee
who plays david in alvin and the chipmunks,Call Me (Blondie song)_7B5B58CCB251A5E,David Seville_918C37E1A2DBFFFD,Jason Lee
who plays david in alvin and the chipmunks,The Chipmunk Song (Christmas Don't Be Late)_BF1F4422604A9C86,David Seville_918C37E1A2DBFFFD,Jason Lee
who plays david in alvin and the chipmunks,The Chipmunk Song (Christmas Don't Be Late)_9A024BD2AFC6128D,David Seville_918C37E1A2DBFFFD,Jason Lee
who plays david in alvin and the chipmunks,David Seville_77E085D5645FAFF7,David Seville_918C37E1A2DBFFFD,Jason Lee
who plays david in alvin and the chipmunks,Jason Lee (actor)_728DFF7D69233073,David Seville_918C37E1A2DBFFFD,Jason Lee
who plays david in alvin and the chipmunks,Alvin and the Chipmunks: The Squeakquel_921E2B0832B79172,David Seville_918C37E1A2DBFFFD,Jason Lee
who plays david in alvin and the chipmunks,Alvin and the Chipmunks: The Squeakquel_6D87C94EBC4CFAF3,David Seville_918C37E1A2DBFFFD,Jason Lee
who plays david in alvin and the chipmunks,Alvin and the Chipmunks: Chipwrecked_2172FB8C0F24FA02,David Seville_918C37E1A2DBFFFD,Jason Lee
who plays david in alvin and the chipmunks,Alvin and the Chipmunks: The Squeakquel_59F49C71ACAF2A97,David Seville_918C37E1A2DBFFFD,Jason Lee
who plays david in alvin and the chipmunks,Alvin and the Chipmunks (film)_91C3A77D656B849D,David Seville_918C37E1A2DBFFFD,Jason Lee
who plays david in alvin and the chipmunks,Alvin and the Chipmunks: Chipwrecked_C4CBC70BED0A2A60,David Seville_918C37E1A2DBFFFD,Jason Lee
who plays david in alvin and the chipmunks,Alvin and the Chipmunks (film)_7D844F00B8F14ABC,David Seville_918C37E1A2DBFFFD,Jason Lee
who plays david in alvin and the chipmunks,David Seville_3DBCE849F39A1A93,David Seville_918C37E1A2DBFFFD,Jason Lee
who plays david in alvin and the chipmunks,David Cross_682CC1BF7FDFF4F2,David Seville_918C37E1A2DBFFFD,Jason Lee
who plays david in alvin and the chipmunks,David Seville_918C37E1A2DBFFFD,David Seville_918C37E1A2DBFFFD,Jason Lee
who plays david in alvin and the chipmunks,Alvin and the Chipmunks_E4721BCC02354458,David Seville_918C37E1A2DBFFFD,Jason Lee
who plays david in alvin and the chipmunks,Alvin and the Chipmunks_2F1A8A7580BC0DF7,David Seville_918C37E1A2DBFFFD,Jason Lee
