query,top tables,target table,target answer
who had the most number one hits of all time,List of artists who have achieved simultaneous UK and US number-one hits_CE20C9DB635364D6,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Celebrity Big Brother (U.S. TV series)_D6BE90A044AB86F9,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Celebrity Big Brother (U.S. TV series)_1347C74C6B5C58D7,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,List of UK Singles Chart number ones of the 1980s_5FA36969E938EDE0,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,List of artists by number of UK Singles Chart number ones_63382E2FE009988D,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,List of best-selling singles in the United Kingdom_5FA36969E938EDE0,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,List of best-selling albums in the United Kingdom_5D1EE1CE9F30F0AE,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Waltz of the Angels_C8107648059A3CA,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,List of UK Singles Chart Christmas number ones_CE20C9DB635364D6,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,List of UK top 10 singles in 1993_CE20C9DB635364D6,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,The King Is Gone (So Are You)_C8107648059A3CA,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,UK Singles Chart records and statistics_69EBC153761B498F,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Walk-off home run_53C75CF707AD264,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,List of death row inmates in the United States_F37ACEEBCD0E902A,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Who Do You Think You Are? (UK TV series)_5808929BDE2BEBB4,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Find Out Who Your Friends Are_D7CEC41B44E4669F,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,List of wealthiest historical figures_E43052D9EAFD9080,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Find Out Who Your Friends Are_C685D50071C62721,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,List of Only Fools and Horses episodes_17B22A2E03E34B76,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,BuzzFeed Unsolved_9C8D8F3EE4F8BDB3,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Papal appointment_10747DBE7B8F0982,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Total Drama Action_464969802FA65740,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Seattle Mariners_DE2B02834E4AA5A4,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Grandpa (Tell Me 'Bout the Good Ol' Days)_CD4847E6326781A4,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,1744 English cricket season_87F3A2B41DBF0B9F,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,"You, Me and the Apocalypse_3B0FDA9ACBC7904E",List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,List of awards and nominations received by Whitney Houston_B0F10A5E349B8446,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,If I Had a Hammer_D3C83662515CA360,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,The Last Podcast on the Left_34227E1DF821E9B5,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,List of prisoners with whole-life orders_2AF783B6BB536C22,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Universal suffrage_A5AE3E3A3897317F,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,One for All Tour_A90658735BBF913F,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,On the Sunny Side of the Street_8FDDCD334FBF4FD5,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,List of The Smurfs characters_F2E2C70EA212F0EC,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Anyone Who Had a Heart (song)_3E67D0CEEDF8D18C,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Hogwarts staff_70C99E19EA7227D3,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Never Had a Dream Come True_DE52938A1EE4F60E,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Precious Memories (Alan Jackson album)_6FF5AAC2F9D43DE6,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,List of United States immigration laws_10BB8CACB95C5A66,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Yakety Yak_ACE014C058D47493,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Time War (Doctor Who)_4BD27ABBCFC68F1,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Charlie Brown (The Coasters song)_EDC82BC959D1B8C6,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Last of the Summer Wine (series 21)_256C03C7F6ADDC3E,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,The Way You Look Tonight_8FDDCD334FBF4FD5,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,If I Could Make a Living (song)_3D3FA879C4346DBB,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Who's Lovin' You_E892180889514F41,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Coward of the County_6B28C7447BFEFAC0,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,USS Pueblo (AGER-2)_4BED6E9F191F5139,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Poison Ivy (song)_8FDDCD334FBF4FD5,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,List of Overlord episodes_F8646C38CEC46945,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,If I Had $1000000_D3C22C441874A4C0,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Rainy Night in Georgia_804B02226197293,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,List of iZombie episodes_802589B5A73238BB,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Golden age of arcade video games_3D41940073798C2,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,List of French monarchs_6886187C3407C901,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,If I Had $1000000_65A9CA4E1FB5B4B5,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,All I Ever Need Is You (song)_D34EDE17A68138ED,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,List of Grand Theft Auto V characters_D1220E4E627493CD,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Hell's Kitchen (U.S. season 17)_1502A59FCBA812DF,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,God's Problem Child_70B4D389C16918C7,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,The Highwaymen (country supergroup)_70B4D389C16918C7,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,"File:Jimi Hendrix burning his guitar at the Monterey Pop Festival, June 18, 1967.jpg_4AB60A85322E39E5",List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Colin Petersen_5291475FB6D262AE,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,I Fought the Law_B5492B41E8E3715E,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,The Way You Move_7758085564DA91A5,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,My Bucket's Got a Hole in It_70B4D389C16918C7,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Suits (season 7)_CEE2300279E00A14,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,List of Cold Justice episodes_6F89D611DF9ABB37,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Mind Your Own Business (song)_A0ACC4C48F57F7DF,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,A Country Boy Can Survive_B5492B41E8E3715E,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Whatever Happened to the Likely Lads?_5A2E493ECF54250E,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Total Drama World Tour_360F270B1FEF62FB,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,List of Cars characters_EB82659464AAE59,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,One of These Days (Marcus Hummon song)_42BA0ADED7593968,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,I Can't Let Go_267AB0687E49BF91,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Long Cool Woman in a Black Dress_267AB0687E49BF91,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Mickey Horton_4DA9720B96C68A86,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,It's a Heartache_4F03F4B8D14287CC,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,List of death row inmates in the United States_A40F8DA36E9A1D00,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Bee Gees_A90658735BBF913F,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Fear the Walking Dead (season 3)_98723925FDEBECFC,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,In Another World With My Smartphone_2BDCC233DAF2EB0B,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,List of wealthiest historical figures_28D175D61ED35F43,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,List of Horrid Henry (TV series) episodes_725374295B151D40,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Bartender Song (Sittin' at a Bar)_635DAEA174A9323F,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,List of artists by number of UK Singles Chart number ones_2E9AD455B536735E,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,Tiny Dancer_D7CEC41B44E4669F,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
who had the most number one hits of all time,The Air That I Breathe_8F4B1A1C5E0BB3CE,List of Billboard Hot 100 chart achievements and milestones_9F1638BDAC706003,The Beatles
