query,top tables,target table,target answer
who won the 2017 wimbledon men's singles,List of Wimbledon singles finalists during the open era_1127839DD17C5C16,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,"The Championships, Wimbledon_FE22AE3548BC2A45",2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,List of Wimbledon singles finalists during the open era_FD16BF98EAE7FC65,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,Roger Federer_A3B3D45E4A89C437,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,World number 1 ranked male tennis players_86EDB7ED4548959F,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,2017 Wimbledon Championships – Women's Doubles_820ABDEA15247015,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,2017 Wimbledon Championships – Women's Singles_DE0DFE1572935DAB,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,2017 Australian Open – Men's singles final_99DDB6AAC5D167CE,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,2009 Australian Open – Men's singles final_222248DE6F8E56A7,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,2017 Wimbledon Championships – Men's Singles_FE22AE3548BC2A45,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,2016 Wimbledon Championships – Women's Singles_758098A8B6608097,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,2010 Wimbledon Championships – Men's Singles_2132461A6072FD3E,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,List of Wimbledon gentlemen's singles champions_FE22AE3548BC2A45,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,World number 1 ranked male tennis players_4CE73923783AAF2B,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,2016 Wimbledon Championships_74C218019A7CE0BA,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,2017 Australian Open – Men's singles final_DD0FF013ABF89BEB,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,2009 Australian Open – Men's singles final_E12A066C8F1FCC0,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,2014 Winter Olympics medal table_4C1729274FC23617,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,Serena Williams_A6341412CA2792E,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,2013 Wimbledon Championships – Women's Singles_10288A0AA0A72721,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,2010 Wimbledon Championships – Men's Singles_B3C33ABECE2A1AFA,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,1994 Wimbledon Championships – Women's Singles_A2B5C24EC15B8CF4,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,"The Championships, Wimbledon_C5E29729C11F03EF",2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,Rafael Nadal_BBE83AFF1FA0E771,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,Mahesh Bhupathi_2025D87847F26E95,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,List of Wimbledon gentlemen's singles champions_C5E29729C11F03EF,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,List of Wimbledon ladies' singles champions_C5E29729C11F03EF,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,Who Let the Dogs Out?_EE3C5FF6903308D9,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,"The Championships, Wimbledon_1D9FC78D69C68297",2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,2012 US Open – Men's singles final_233B1B23058F7100,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,"The Championships, Wimbledon_B94664D0CEA2EA98",2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,2015 Wimbledon Championships_8078C00F38075196,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,Roger Federer_ED0BB0F74199C79,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,"The Championships, Wimbledon_BF16D22A770B6A92",2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,Elisabeth Moss_B90EB627DCDD2C9,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,List of Grand Slam men's singles champions_59F70663A67DFD72,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,List of Grand Slam men's singles champions_ACFDE79827166A6F,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,US Open (tennis)_E6EACC0DA43CC702,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,List of Grand Slam men's singles champions_FA2A8E517685CE51,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,Andy Murray_9AFE698D1D7786E6,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,List of Grand Slam men's singles champions_999D87C8B504340B,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,List of Grand Slam men's singles champions_CA393C12B02F7DAF,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,2012 US Open – Men's singles final_B4491792CF5380BB,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,2017 BBC Sports Personality of the Year Award_8A84ED772C02810E,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,Paul Bettany_5722AD1889A78FCB,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,Rizzoli & Isles_7049912C1C7F4041,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,"The Championships, Wimbledon_1BBB5A9BED7176B8",2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,The Alienist (TV series)_34AA6F4D7A62E77C,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,Claws (TV series)_A86981091F66D6EB,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,NCAA March Madness (CBS/Turner)_7D33B6A30CEAD166,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,Animal Kingdom (TV series)_A86981091F66D6EB,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
who won the 2017 wimbledon men's singles,List of awards and nominations received by Whitney Houston_BF46973DF8C1AEE0,2017 Wimbledon Championships – Men's Singles_98D08C3BE77679,Roger Federer
