query,top tables,target table,target answer
what the lion is holding on the arms of canada crossword,Arms of Canada_B59BA575EABC4B17,Arms of Canada_B59BA575EABC4B17,maple leaf
what the lion is holding on the arms of canada crossword,Arms of Canada_5FD0C3DB5DD90F74,Arms of Canada_B59BA575EABC4B17,maple leaf
what the lion is holding on the arms of canada crossword,Royal Standard of the United Kingdom_BD17825395A3F508,Arms of Canada_B59BA575EABC4B17,maple leaf
what the lion is holding on the arms of canada crossword,Holding Out for a Hero_2D6C85C335A99BB3,Arms of Canada_B59BA575EABC4B17,maple leaf
what the lion is holding on the arms of canada crossword,Flags of Europe_79A4616ADE7E9893,Arms of Canada_B59BA575EABC4B17,maple leaf
what the lion is holding on the arms of canada crossword,Flags of Europe_72417293DD464147,Arms of Canada_B59BA575EABC4B17,maple leaf
what the lion is holding on the arms of canada crossword,Lion_5AC847A20B8DB333,Arms of Canada_B59BA575EABC4B17,maple leaf
what the lion is holding on the arms of canada crossword,Coat of arms of Australia_C7AD0CF8D5052749,Arms of Canada_B59BA575EABC4B17,maple leaf
what the lion is holding on the arms of canada crossword,Total Eclipse of the Heart_7A4916FF34F96698,Arms of Canada_B59BA575EABC4B17,maple leaf
what the lion is holding on the arms of canada crossword,Pull-up (exercise)_99E228D4C9A70B5B,Arms of Canada_B59BA575EABC4B17,maple leaf
what the lion is holding on the arms of canada crossword,Visa requirements for Lebanese citizens_DEB4FEA74D2D41F4,Arms of Canada_B59BA575EABC4B17,maple leaf
what the lion is holding on the arms of canada crossword,Flags of Europe_9A93CDD955A7859C,Arms of Canada_B59BA575EABC4B17,maple leaf
what the lion is holding on the arms of canada crossword,Amazed_7A4916FF34F96698,Arms of Canada_B59BA575EABC4B17,maple leaf
what the lion is holding on the arms of canada crossword,Making Love Out of Nothing at All_2D6C85C335A99BB3,Arms of Canada_B59BA575EABC4B17,maple leaf
what the lion is holding on the arms of canada crossword,Two Out of Three Ain't Bad_2D6C85C335A99BB3,Arms of Canada_B59BA575EABC4B17,maple leaf
what the lion is holding on the arms of canada crossword,Bonnie Tyler_2D6C85C335A99BB3,Arms of Canada_B59BA575EABC4B17,maple leaf
what the lion is holding on the arms of canada crossword,Have You Ever Seen the Rain?_2D6C85C335A99BB3,Arms of Canada_B59BA575EABC4B17,maple leaf
what the lion is holding on the arms of canada crossword,Straight from the Heart (song)_2D6C85C335A99BB3,Arms of Canada_B59BA575EABC4B17,maple leaf
what the lion is holding on the arms of canada crossword,You Are So Beautiful_2D6C85C335A99BB3,Arms of Canada_B59BA575EABC4B17,maple leaf
what the lion is holding on the arms of canada crossword,It's a Heartache_2D6C85C335A99BB3,Arms of Canada_B59BA575EABC4B17,maple leaf
