query,top tables,target table,target answer
who has hit most sixes in ipl tournaments,List of first-class cricket records_58253FDA8AEE3A27,List of Indian Premier League records and statistics_890D651B90505C17,Chris Gayle
who has hit most sixes in ipl tournaments,Mumbai Indians in 2010_44E58C187FFCCD86,List of Indian Premier League records and statistics_890D651B90505C17,Chris Gayle
who has hit most sixes in ipl tournaments,Chicago P.D. (season 5)_623661B408A97320,List of Indian Premier League records and statistics_890D651B90505C17,Chris Gayle
who has hit most sixes in ipl tournaments,Indian Premier League_51EF57FF01B599DD,List of Indian Premier League records and statistics_890D651B90505C17,Chris Gayle
who has hit most sixes in ipl tournaments,BBC Sports Personality of the Year_ECCC5462EC0C2A5F,List of Indian Premier League records and statistics_890D651B90505C17,Chris Gayle
who has hit most sixes in ipl tournaments,List of Indian Premier League seasons and results_D42AC0561F13CAD,List of Indian Premier League records and statistics_890D651B90505C17,Chris Gayle
who has hit most sixes in ipl tournaments,Chennai Super Kings–Mumbai Indians rivalry_3FFB4DDF3C16FEE5,List of Indian Premier League records and statistics_890D651B90505C17,Chris Gayle
who has hit most sixes in ipl tournaments,Indian Premier League_D8965C55EFFB18D9,List of Indian Premier League records and statistics_890D651B90505C17,Chris Gayle
who has hit most sixes in ipl tournaments,List of Indian Premier League seasons and results_878EE467A3135875,List of Indian Premier League records and statistics_890D651B90505C17,Chris Gayle
who has hit most sixes in ipl tournaments,List of Indian Premier League seasons and results_E317F47403E057BC,List of Indian Premier League records and statistics_890D651B90505C17,Chris Gayle
who has hit most sixes in ipl tournaments,Consejo Mundial de Lucha Libre_2905B023EBED60DD,List of Indian Premier League records and statistics_890D651B90505C17,Chris Gayle
who has hit most sixes in ipl tournaments,List of Dragon Ball Super episodes_86DC62428AA4B46E,List of Indian Premier League records and statistics_890D651B90505C17,Chris Gayle
who has hit most sixes in ipl tournaments,World number 1 ranked male tennis players_86EDB7ED4548959F,List of Indian Premier League records and statistics_890D651B90505C17,Chris Gayle
who has hit most sixes in ipl tournaments,List of Dragon Ball Super episodes_4B17255E6F0D39D7,List of Indian Premier League records and statistics_890D651B90505C17,Chris Gayle
who has hit most sixes in ipl tournaments,List of Cricket World Cup records_9949953970A33C7A,List of Indian Premier League records and statistics_890D651B90505C17,Chris Gayle
who has hit most sixes in ipl tournaments,Meteor Garden_17E100BCA8896D04,List of Indian Premier League records and statistics_890D651B90505C17,Chris Gayle
who has hit most sixes in ipl tournaments,Ice hockey by country_DD85100B231F1A51,List of Indian Premier League records and statistics_890D651B90505C17,Chris Gayle
who has hit most sixes in ipl tournaments,List of Cars characters_D38DACC58EF5D259,List of Indian Premier League records and statistics_890D651B90505C17,Chris Gayle
who has hit most sixes in ipl tournaments,List of Peanuts characters_2B1B4114162F2BDB,List of Indian Premier League records and statistics_890D651B90505C17,Chris Gayle
who has hit most sixes in ipl tournaments,List of most watched television broadcasts_24EB70B64BCB7A26,List of Indian Premier League records and statistics_890D651B90505C17,Chris Gayle
who has hit most sixes in ipl tournaments,Total Drama World Tour_360F270B1FEF62FB,List of Indian Premier League records and statistics_890D651B90505C17,Chris Gayle
who has hit most sixes in ipl tournaments,Millennium (novel series)_45C12221A23E0700,List of Indian Premier League records and statistics_890D651B90505C17,Chris Gayle
who has hit most sixes in ipl tournaments,Chennai Super Kings–Mumbai Indians rivalry_FFE200164774C66,List of Indian Premier League records and statistics_890D651B90505C17,Chris Gayle
