query,top tables,target table,target answer
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest 2017_802A4990EA351A7E,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest 2017_509016934FDCC8DC,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest 2017_2CC6D0D537E4A405,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest 1974_9BD2DF03F736EE13,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest 2015_F83BF8D711F20BA0,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest 2017_85A5066BD14117BD,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,Australia in the Eurovision Song Contest 2017_8FFC565BCAAD33DD,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest_C53F850CC87689A0,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest 2015_B35AE0EEFB9A7CBF,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest 2015_6D51C3ABB222F86A,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest 2015_C980BDF9B23AF92F,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest 1974_D4FFD43C94E15D65,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest 2018_73DE445CFE304482,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,Cyprus in the Eurovision Song Contest_C53F850CC87689A0,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest 1974_1D3D48D1B01EDC6F,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest 2017_1D3D48D1B01EDC6F,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest_1291B8185AB847B4,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,Eurovision Song Contest 2017_265BCA59DEB88285,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,Ireland in the Eurovision Song Contest_E00D9E4AF3A1EF9A,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,Australia in the Eurovision Song Contest 2017_78BB39D4D96A58E6,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest 2018_639D593E18B47D2D,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest 2015_F74C87345722D335,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,Portugal in the Eurovision Song Contest_1291B8185AB847B4,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest 2018_C00F276C646D75A3,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,UK national selection for the Eurovision Song Contest_555B51052E520C4E,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest 2017_6705C17A0F2AA4CC,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest 1974_A8E4911795DB13EA,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest 2017_A8E4911795DB13EA,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest 2018_AE6E4A3A2430A109,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest 2015_8E5D052590482861,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,Australia in the Eurovision Song Contest 2017_FAD21FD4B015BAF4,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest 2017_39B74CD1302BA607,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,Ireland in the Eurovision Song Contest 2018_20F676B1D186B42E,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,List of Eurovision Song Contest winners_555B51052E520C4E,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest_73DE445CFE304482,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,Eurovision Song Contest 1977_9C46DB8EE3AD9DD2,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,Eurovision Song Contest 1956_5194948935C29A53,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,Australia in the Eurovision Song Contest 2017_39B74CD1302BA607,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,United Kingdom in the Eurovision Song Contest_CDB4A055330593E5,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,Eurovision Song Contest_555B51052E520C4E,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
where did the united kingdom come in the eurovision song contest,Frankfurt_7DAF5FFE60257827,United Kingdom in the Eurovision Song Contest 2018_B5AAA67393242561,24th
