query,top tables,target table,target answer
what percent of the uk population is muslim,International rankings of Iran_654746632C6EBECA,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Countries of the United Kingdom by population_D5AE52B7F681C797,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Republic of Ireland_54BEA26F079B75FB,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Languages of the United States_42C939AE1D826F57,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Languages of the United States_A76E77AC642CE0CF,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Languages of the United States_B85DB94A3148A3C0,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Languages of the United States_FE82581D193C8786,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Princely state_3471989C0E106A46,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Languages of the United States_855039F422754D9B,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Participant observation_C4C23881F20E6B42,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Republic of Ireland_1A327FC6E53BE3A8,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Princely state_4379293E2C1FB4E4,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Religion in the United Kingdom_668337C82CB719A9,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Religion in the United Kingdom_D29D777A9DE07E05,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Princely state_3FC569DAC48D8950,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Sri Lanka_191E99C52115BB03,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Islam in the United Kingdom_EBA560AAA2A9CE31,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Islam in the United Kingdom_A781724ACD89364E,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Demographics of the European Union_9D2C7AE83F6FCA6A,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Race and ethnicity in the United States_6475FB76BC625F33,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Ocean_41B4A13398F5DBDE,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,List of Muslim Nobel laureates_92C278FD1BE75FA8,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,History of smallpox_1594C9A4F87ACEB7,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Lion_5AC847A20B8DB333,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Princely state_15BDF358049D0496,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,List of political parties in Australia_C3A43F724F2BF537,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Demographics of the European Union_8CBB8C99A7B97CF7,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Climate of Antarctica_15D5DE38303896AA,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Lebanese people_A463ADBD9811CFF1,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Religion in the United Kingdom_919797E8CA67B117,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Demographics of Asian Americans_4A24791BD9577915,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Religion in the United States_AA47F5BF09D65C79,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Princely state_29E2D15DC0C345E9,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,British Empire_402A9C4E8DF43B3B,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,British Empire_437401A4CD3952F5,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Princely state_3856A3C864E6C567,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,List of Muslim Nobel laureates_734EA8FFC795E4F3,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,1950 United States Census_24F8B7A8DD9FD940,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Prohibition in the United States_9FB7C6E3EEE83894,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,1970 United States Census_A24B4F064B2A16FA,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,2000 United States Census_A301F8A1104A2B40,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,Public holidays in the United States_4067AB22FA6BF39F,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
what percent of the uk population is muslim,I Can't Let Go_267AB0687E49BF91,Islam in the United Kingdom_EBA560AAA2A9CE31,5.4
