query,top tables,target table,target answer
who is the chief of the gods according to ancient greek myth,List of pharaohs_A3680D6D69C5E013,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,List of historical period drama films and series set in Near Eastern and Western civilization_AA41E291AC14FC48,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,"List of medical roots, suffixes and prefixes_A2E6D18E2407DDF3",Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Monarch_FEA5372160C0FCA6,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Olympian Gods (DC Comics)_DE50A89336AE7CAE,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Flags of Europe_B0E3EF092429C8AA,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,List of chemical element name etymologies_41934D70E87D313A,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Olympian Gods (DC Comics)_82CC97B123F8ACC0,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,The Magicians (U.S. TV series)_C1761A0BEB4A7B16,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Wonder Woman (TV series)_C16AF4AAF0089316,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Lasso of Truth_C753EB134CCC0DC1,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Invisible plane_82CC97B123F8ACC0,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,DC Extended Universe_A534155CBA02BCFA,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Wonder Woman (2017 film)_3DDABB0DD72DF637,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Ares (DC Comics)_B01CD918F0B51372,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Batman v Superman: Dawn of Justice_31A41739FC59F5B1,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Wonder Woman (TV series)_1E2F742823BEAB95,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Justice League (film)_A534155CBA02BCFA,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Themyscira (DC Comics)_82CC97B123F8ACC0,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Wonder Woman (soundtrack)_F30A81D9F0BD374A,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,"List of medical roots, suffixes and prefixes_574261C7F8C764AD",Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Enoch (son of Cain)_98C6F3CD072C979C,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Superman_FCE3F338ED827EE,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,The Lego Movie_FCE3F338ED827EE,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Doctor Poison_295F00E81BA82F8F,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Wonder Woman_FCE3F338ED827EE,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Hippolyta (DC Comics)_7A56CA5D8DDCD3B3,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Genesis flood narrative_4B98C60E9F27ECEA,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Amazons (DC Comics)_295F00E81BA82F8F,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Book of Genesis_CB597EB973F569A2,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,"List of medical roots, suffixes and prefixes_9390D9D87FD8F89D",Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,List of historical tsunamis_8C94C64270AB499D,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Enoch (ancestor of Noah)_AC100763698D9C46,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Kamisama Kiss_F2171A3752CB5C34,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Ministry of Magic_601E60AF2161702D,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Greek government-debt crisis_598BFDD1112B2D03,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Gilgamesh flood myth_56D577144AAA300,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Noah's Ark replicas and derivatives_49FA983B60F27F56,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,List of Greek dishes_BFD0EB8507D0A141,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Twelve Olympians_9E40033FC92644E0,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,Dinosaurs (TV series)_769CD50536AB993A,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,SEAL Team (TV series)_C86A3F1A2FE0702D,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,History of the Arabic alphabet_8F10C2B6198E179F,Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,"List of medical roots, suffixes and prefixes_D71426C53B55F708",Twelve Olympians_9E40033FC92644E0,Zeus
who is the chief of the gods according to ancient greek myth,David_CF3B20F854287762,Twelve Olympians_9E40033FC92644E0,Zeus
