query,top tables,target table,target answer
when was the last time an amendment was ratified,Capital punishment by country_384DAF1CD1AEA668,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,Celebrity Big Brother (U.S. TV series)_1347C74C6B5C58D7,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,The Young and the Restless_4D93C2E37B97AC5D,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,Celebrity Big Brother (U.S. TV series)_D6BE90A044AB86F9,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,List of The Last of Us characters_9DE317E6EEB2B420,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,List of death row inmates in the United States_F37ACEEBCD0E902A,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,Universal suffrage_A5AE3E3A3897317F,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,Papal appointment_FF7AFB680B74E702,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,List of The Tudors characters_67B16AECD22224C3,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,Law & Order: Special Victims Unit (season 19)_10D9C0D82313156F,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,Telecommunications (Interception and Access) Amendment (Data Retention) Act 2015_DD94C63EDAFE5AEC,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,List of Cold Justice episodes_6F89D611DF9ABB37,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,Who Do You Think You Are? (UK TV series)_13AB5B4248277517,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,Prime Minister of South Africa_6712D179CE64CE24,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,List of spaceflight-related accidents and incidents_DD3BFF2EACC6A35E,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,List of Superman enemies_46B30027E8650598,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,Real World: Go Big or Go Home_C43F3FF53B51ADC8,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,In the Heat of the Night (TV series)_917CCC454011E762,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,Chicago P.D. (season 5)_623661B408A97320,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,List of prisoners with whole-life orders_2AF783B6BB536C22,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,Deadliest Catch_4F354890FBDFEDFC,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,Mickey Horton_4DA9720B96C68A86,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,Law & Order: Special Victims Unit (season 19)_CE9E9CCA105B6549,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,List of Prime Ministers of Canada by time in office_E095B5892D37F94,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,List of The Smurfs characters_F2E2C70EA212F0EC,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,List of fatal snake bites in the United States_B1D5853DD7DAD97B,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,List of tie-breaking votes cast by vice presidents of the United States_B8462913515555F1,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,Castle doctrine_3BE404546484A345,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,Blue Bloods (season 8)_68458ECF726EC293,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,University of Texas tower shooting_D7DA66F9324B94E6,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,List of tie-breaking votes cast by vice presidents of the United States_743578F1A936D537,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,List of Coronation Street characters (1960)_E480411879C9C66A,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,List of Only Fools and Horses episodes_17B22A2E03E34B76,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,List of tie-breaking votes cast by vice presidents of the United States_9A5C913BE98D6CB3,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,Three Mile Island accident_932DF183409B4450,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,List of wealthiest historical figures_E43052D9EAFD9080,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,The Dark Knight (soundtrack)_57B95219CC197E8D,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,First Family of the United States_D1894B2575FFC91D,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,How to Get Away with Murder (season 3)_284F7FB3147DCDBF,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
when was the last time an amendment was ratified,List of youngest birth mothers_43AC33649D7A254C,List of amendments to the United States Constitution_40CFD83C162040CF,"May 5, 1992"
