query,top tables,target table,target answer
who won the mvp in 2017 world series,Game seven_2BED6E926A0E5547,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,J. Cole_2276779605F95F2F,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,LSU Tigers baseball_AC1167F6045804BE,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Kevin Durant_9817B2796068BB42,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,World Series Most Valuable Player Award_CE45176A87AD6FAA,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Buster Posey_7DAB50FE98F61E0E,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,List of New York Yankees seasons_F8F4D6F0085C2D87,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,List of World Series champions_29C1D08C818708E5,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,World Series Most Valuable Player Award_29C1D08C818708E5,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,List of St. Louis Cardinals seasons_794DF713862B7AB0,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Who Do You Think You Are? (UK TV series)_13AB5B4248277517,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Fargo (season 3)_80DC5E37A2C97DA6,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Pau Gasol_308ACFB43E576C20,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Doctor Who (series 1)_7D64F55713A3A165,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Walk-off home run_53C75CF707AD264,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,List of One Day International cricket records_21BECF1FD3AE4BD9,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Lea DeLaria_B2610AB3DD28063,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,LeBron James_D71C7330BDA9E9F0,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Doctor Who (series 10)_6585A31C4FFC4AFC,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,LeBron James_BF0F845058DCD049,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,List of people who have lit the Olympic cauldron_DDEAAAE6BDB3DCFB,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Money in the Bank ladder match_9A04F142061E639D,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Virat Kohli_F9D474D6DD66EF67,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,2016 World Series_5D1D6F4412342D24,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Uzo Aduba_213907798A5E24CB,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,List of St. Louis Cardinals in the Baseball Hall of Fame_9915E93BC30379B8,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,2016 World Series_3F4B0D55C4709EDF,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Diana Rigg_B978F4C7AEDF21E8,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,2016 World Series_8FA7ED4D91EB6B98,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Christopher Lloyd_619903F43A47482D,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Sri Lankan cricket team in India in 2017–18_87223C299A443F2,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,2016 World Series_66913ACC1CB0E4BC,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Major League Baseball Rookie of the Year Award_29C1D08C818708E5,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Major League Baseball Most Valuable Player Award_70ABEBF3DAB13C8A,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Rawlings Gold Glove Award_29C1D08C818708E5,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,List of National League pennant winners_29C1D08C818708E5,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,2017 Major League Baseball season_B2734CCF65BB0532,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Commissioner's Trophy (MLB)_29C1D08C818708E5,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Major League Baseball All-Star Game Most Valuable Player Award_29C1D08C818708E5,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,St. Louis Cardinals_26F2F5E4599994C3,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Game seven_60A290BF45171B2F,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Elisabeth Moss_B90EB627DCDD2C9,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,San Francisco Giants_D63399D217A62BCE,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Chicago Cubs_48A9CB89DC7690F6,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Chicago Cubs_7CE4CFD1BCB038E2,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Jessica Jones (TV series)_C2304C361E3386B6,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Los Angeles Dodgers_34059CFECDA95DB0,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Game of Thrones (season 7)_86EA726ED2FDAC1D,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,The People v. O. J. Simpson: American Crime Story_1D727C1DE5DDD1F4,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Game of Thrones (season 7)_2E8DB1F3764EC210,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,David Bradley (actor)_8FA4665C45FD2867,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Game of Thrones (season 7)_B0CF2841D52364AF,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Mary Beth Evans_68B35664CBCD0338,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Game of Thrones (season 7)_F4072571219A340D,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Twice Upon a Time (Doctor Who)_6753F18E23DEB1D7,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,The Girl in the Fireplace_83E12064F623DE05,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,2015 World Series_40D544D85CE4697,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Baltimore Orioles_678C0FA261B9A0AB,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,San Francisco Giants_DB3D59C9649ADF2F,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Cynthia Nixon_CB0D4470FB0EB1BC,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,The Handmaid's Tale (TV series)_6F7BEA9BDA536DDD,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,The Snowmen_A65E3C6206F64228,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,2015 World Series_4EF0032CF813CF7B,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Game of Thrones (season 6)_702FA210A4352E0,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,2016 Pittsburgh Steelers season_55F23AF0D1F0B2D6,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,The Day of the Doctor_A65E3C6206F64228,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,The Time of the Doctor_A65E3C6206F64228,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Los Angeles Dodgers_D3B029D9F2DFED34,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Los Angeles Dodgers_AB7D33BDA36C148F,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,The Bells of Saint John_6753F18E23DEB1D7,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Chicago Cubs_925391FEBF89EA7D,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,The Night Manager (miniseries)_97772E87C71FBECF,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Jennifer Landon_A7C862EC29A10F33,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Doctor Who (series 10)_4E1F9F39D1BC55E0,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Pablo Sandoval_49F037C7C662E2F1,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Los Angeles Dodgers_17E6FA14E47CD7C5,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,World number 1 ranked male tennis players_4CE73923783AAF2B,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Siobhan Finneran_9AE9472D8E6445DB,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,2017 Major League Baseball season_B2983D34922453D,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,One Day at a Time (2017 TV series)_3F391A9C76685B60,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Ichiro Suzuki_F4AD63E8C8AB0C87,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,The Handmaid's Tale (TV series)_ED362CA57346E238,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Fargo (season 3)_7EBBF17A3182EB27,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,The Worst Witch (2017 TV series)_E17088475002323A,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Minnesota Twins_D487B23C39E69481,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,2016 World Series_E2D24C4F60EF6003,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Game seven_95C07BD406A792AE,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Twice Upon a Time (Doctor Who)_1A3AF99E528928ED,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Alan Cumming_60413870D2018CCB,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,2018 Pro Bowl_B5B5F6E408542876,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,2017 BBC Sports Personality of the Year Award_8A84ED772C02810E,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Julie Kavner_148F5DE4FC943BBE,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Jane the Virgin_A6A926F16A70268B,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Shaquille O'Neal_86A72A341EDCD09C,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,The President Show_D10530DA96982662,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,1998 American League Championship Series_2D90EE59E0BBEE0D,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Riverdale (2017 TV series)_3FCC131918FBFFA9,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,RTÉ Sports Person of the Year_FE12A263D509B0DF,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,American game show winnings records_392D61A6BE5E593D,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Amazons (DC Comics)_71DC39DACAEF176,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Shaquille O'Neal_B212786509454FC7,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Last Week Tonight with John Oliver_E239374609B45142,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Roberto Clemente_D2EF49CB27C7E22,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Jane the Virgin_AE2F93C1061DDF3A,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,The Handmaid's Tale (TV series)_227F8FF354FA1F6C,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Jane the Virgin_69A200918CD81CE6,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Sam Heughan_DFBCE06065550337,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,The Handmaid's Tale (TV series)_5661D84C19734F15,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Game seven_855055716E63740B,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,New York Yankees_320717EEDE9CA458,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,The Good Doctor (TV series)_A5D61B7281C03E29,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Beauty & the Beast (2012 TV series)_8509E3D4BA48A740,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,New York Yankees_1B095FE5A81CF126,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Call the Midwife_C7D098C98C7CF9A5,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Mozart in the Jungle_E1DC287B04C07875,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,The Crown (TV series)_E35215B5472368EF,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Ex on the Beach_D309A2C347124F7B,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Millennium (novel series)_B77A4C428622AE70,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Riverdale (2017 TV series)_F3E18880860BDF7B,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Game of Thrones (season 7)_FEB562BD7E3DB10D,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,Walk-off home run_A1C784EA36999F81,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,The Man in the High Castle (TV series)_EABBFF945BAB9156,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,List of Black Clover episodes_6DC4D43530D88B34,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,2015 World Series_61FB41ACD87BCABB,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,List of awards and nominations received by BTS_6793E9A32F087545,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
who won the mvp in 2017 world series,PAW Patrol_F5661AACDE2433BA,World Series Most Valuable Player Award_CE45176A87AD6FAA,George Springer
