query,top tables,target table,target answer
what is the population of ho chi minh city,Ho Chi Minh City_C8924E1D562652E4,Ho Chi Minh City_C8924E1D562652E4,"8,426,100"
what is the population of ho chi minh city,Ho Chi Minh City_45DB868D55556C5A,Ho Chi Minh City_C8924E1D562652E4,"8,426,100"
what is the population of ho chi minh city,Ho Chi Minh City_4A214C6025CABEB9,Ho Chi Minh City_C8924E1D562652E4,"8,426,100"
what is the population of ho chi minh city,Lima_98B2E06565EDB45E,Ho Chi Minh City_C8924E1D562652E4,"8,426,100"
what is the population of ho chi minh city,Ho Chi Minh City_566DB4C8A296FB0,Ho Chi Minh City_C8924E1D562652E4,"8,426,100"
what is the population of ho chi minh city,Ho Chi Minh City_4F7B9F7A460A0D9,Ho Chi Minh City_C8924E1D562652E4,"8,426,100"
what is the population of ho chi minh city,Ho Chi Minh City_A26E2F1F00D808DB,Ho Chi Minh City_C8924E1D562652E4,"8,426,100"
what is the population of ho chi minh city,NCIS: Los Angeles (season 9)_3FD4152A5812F4A4,Ho Chi Minh City_C8924E1D562652E4,"8,426,100"
what is the population of ho chi minh city,Role of the United States in the Vietnam War_2D9D60A190A340D6,Ho Chi Minh City_C8924E1D562652E4,"8,426,100"
what is the population of ho chi minh city,Moscow_3F430789DD8F232A,Ho Chi Minh City_C8924E1D562652E4,"8,426,100"
what is the population of ho chi minh city,Paris_3F430789DD8F232A,Ho Chi Minh City_C8924E1D562652E4,"8,426,100"
what is the population of ho chi minh city,Agent Orange_2D9D60A190A340D6,Ho Chi Minh City_C8924E1D562652E4,"8,426,100"
what is the population of ho chi minh city,Vietnam War_E3D633995C099A10,Ho Chi Minh City_C8924E1D562652E4,"8,426,100"
what is the population of ho chi minh city,Beijing_A8D80249F5E0AAF5,Ho Chi Minh City_C8924E1D562652E4,"8,426,100"
what is the population of ho chi minh city,Bogotá_A8D80249F5E0AAF5,Ho Chi Minh City_C8924E1D562652E4,"8,426,100"
what is the population of ho chi minh city,Cairo_628B372FE5140F47,Ho Chi Minh City_C8924E1D562652E4,"8,426,100"
what is the population of ho chi minh city,Delhi_A8D80249F5E0AAF5,Ho Chi Minh City_C8924E1D562652E4,"8,426,100"
