query,top tables,target table,target answer
who has won britain's got talent 2015,Britain's Got Talent_45DD02EF67B8AF05,Britain's Got Talent (series 9)_891B06D5444DF41D,Jules O'Dwyer & Matisse
who has won britain's got talent 2015,Britain's Got Talent_B50A9970E7A693F9,Britain's Got Talent (series 9)_891B06D5444DF41D,Jules O'Dwyer & Matisse
who has won britain's got talent 2015,Britain's Got Talent (series 9)_B52990C725807C60,Britain's Got Talent (series 9)_891B06D5444DF41D,Jules O'Dwyer & Matisse
who has won britain's got talent 2015,Britain's Got Talent (series 1)_C9195CD1CB582BD1,Britain's Got Talent (series 9)_891B06D5444DF41D,Jules O'Dwyer & Matisse
who has won britain's got talent 2015,America's Got Talent_C1C6372C17C472FE,Britain's Got Talent (series 9)_891B06D5444DF41D,Jules O'Dwyer & Matisse
who has won britain's got talent 2015,Britain's Got Talent (series 9)_891B06D5444DF41D,Britain's Got Talent (series 9)_891B06D5444DF41D,Jules O'Dwyer & Matisse
who has won britain's got talent 2015,Britain's Got Talent (series 9)_367C6A63C83A129A,Britain's Got Talent (series 9)_891B06D5444DF41D,Jules O'Dwyer & Matisse
who has won britain's got talent 2015,Britain's Got Talent_6AD5B0D07D3AE49E,Britain's Got Talent (series 9)_891B06D5444DF41D,Jules O'Dwyer & Matisse
who has won britain's got talent 2015,Britain's Got Talent_E8BC63CFF2D873E9,Britain's Got Talent (series 9)_891B06D5444DF41D,Jules O'Dwyer & Matisse
who has won britain's got talent 2015,Britain's Got Talent (series 7)_D243452BA6173483,Britain's Got Talent (series 9)_891B06D5444DF41D,Jules O'Dwyer & Matisse
who has won britain's got talent 2015,Britain's Got Talent (series 9)_827195D1CA6F1DBD,Britain's Got Talent (series 9)_891B06D5444DF41D,Jules O'Dwyer & Matisse
who has won britain's got talent 2015,Britain's Got Talent (series 10)_18B2DFF96FB0131,Britain's Got Talent (series 9)_891B06D5444DF41D,Jules O'Dwyer & Matisse
who has won britain's got talent 2015,Britain's Got Talent (series 8)_EB2BDA12ADAFF412,Britain's Got Talent (series 9)_891B06D5444DF41D,Jules O'Dwyer & Matisse
who has won britain's got talent 2015,List of Britain's Got Talent finalists_6089802F437CD006,Britain's Got Talent (series 9)_891B06D5444DF41D,Jules O'Dwyer & Matisse
who has won britain's got talent 2015,Britain's Got Talent (series 6)_48186A0B0BEF49F9,Britain's Got Talent (series 9)_891B06D5444DF41D,Jules O'Dwyer & Matisse
who has won britain's got talent 2015,Britain's Got Talent (series 6)_89F40E6A06465DED,Britain's Got Talent (series 9)_891B06D5444DF41D,Jules O'Dwyer & Matisse
who has won britain's got talent 2015,Britain's Got Talent (series 7)_639399726DD77978,Britain's Got Talent (series 9)_891B06D5444DF41D,Jules O'Dwyer & Matisse
who has won britain's got talent 2015,America's Got Talent (season 9)_774BB775AB981BC5,Britain's Got Talent (series 9)_891B06D5444DF41D,Jules O'Dwyer & Matisse
who has won britain's got talent 2015,Britain's Got Talent (series 1)_E0838B27A7D15E36,Britain's Got Talent (series 9)_891B06D5444DF41D,Jules O'Dwyer & Matisse
