query,top tables,target table,target answer
where is the great salt lake located in utah,Salt Lake City_A9437478C1FB6EB5,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Great Salt Lake_D8DF055768D43F17,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Six Flags Great America_530F45FCC5091807,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Salt Lake City Stars_EBC27D8F4FDB29A8,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Salt Lake City_2D05F32EE136B5D7,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Utah Jazz_EE496916F1CE7814,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,List of television stations in Utah_5B4494D049CE1621,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,List of U.S. National Forests_E70EA025742D3AC1,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Great Salt Lake_530E1ED688F627B8,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Salt Lake City Stars_E09A628F3C869919,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Salt Lake City_C0420D1158CB7482,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Great Salt Lake_7F133B7693999B9E,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Climate of Salt Lake City_C0420D1158CB7482,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Utah Territory_FBE3A0EAC8E2E8FE,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Salt Lake City_CA1188FA54897287,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,2017 NBA Playoffs_6C005B9DAAAAE421,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Colorado Plateau_1C7B8E580C00FB91,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Arches National Park_1C7B8E580C00FB91,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Arches National Park_5B4494D049CE1621,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Mountain Meadows Massacre_5B4494D049CE1621,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Bryce Canyon National Park_5B4494D049CE1621,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,"St. George, Utah_5B4494D049CE1621",Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Capitol Reef National Park_CA1188FA54897287,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,"St. George, Utah_CA1188FA54897287",Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Utah Jazz_DB30605FD8EDBBA0,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Utah Jazz_AD4CC38645FB6384,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,"List of Diners, Drive-Ins, and Dives episodes_DC146406DD0A47DA",Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,List of Utah Jazz seasons_F286D34CF481A264,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Pete Maravich_E1296C35B1D07A78,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,The Church of Jesus Christ of Latter-day Saints_713F7060ADD38B47,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Jeff Hornacek_E09A628F3C869919,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Mercedes-Benz Superdome_E09A628F3C869919,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Tiffany Coyne_E32FF971922CBF79,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Salt Lake City International Airport_F376ABB7DD270808,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Western Conference (NBA)_E1296C35B1D07A78,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,List of national parks of the United States_5DE0AF50CD0ADE3D,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
where is the great salt lake located in utah,Utah Jazz_E5FD86ECF47B9F9C,Great Salt Lake_D8DF055768D43F17,41°10′N 112°35′W﻿ / ﻿41.167°N 112.583°W
