query,top tables,target table,target answer
who is the head of the national security agency,Director of the National Security Agency_2997A949DD2D3FB1,Director of the National Security Agency_C53097E0AE44392B,ADM Michael S. Rogers
who is the head of the national security agency,U.S. Probation and Pretrial Services System_C04D2EC9E1341FF0,Director of the National Security Agency_C53097E0AE44392B,ADM Michael S. Rogers
who is the head of the national security agency,List of Only Fools and Horses episodes_76AAB70DD4801A54,Director of the National Security Agency_C53097E0AE44392B,ADM Michael S. Rogers
who is the head of the national security agency,United States Department of the Navy_2997A949DD2D3FB1,Director of the National Security Agency_C53097E0AE44392B,ADM Michael S. Rogers
who is the head of the national security agency,United States Secretary of the Air Force_2997A949DD2D3FB1,Director of the National Security Agency_C53097E0AE44392B,ADM Michael S. Rogers
who is the head of the national security agency,United States Army_3AB96C0192710C5E,Director of the National Security Agency_C53097E0AE44392B,ADM Michael S. Rogers
who is the head of the national security agency,Joint Chiefs of Staff_2997A949DD2D3FB1,Director of the National Security Agency_C53097E0AE44392B,ADM Michael S. Rogers
who is the head of the national security agency,United States Forces Korea_2997A949DD2D3FB1,Director of the National Security Agency_C53097E0AE44392B,ADM Michael S. Rogers
who is the head of the national security agency,United States Marine Corps_2997A949DD2D3FB1,Director of the National Security Agency_C53097E0AE44392B,ADM Michael S. Rogers
who is the head of the national security agency,United States Department of Defense_2997A949DD2D3FB1,Director of the National Security Agency_C53097E0AE44392B,ADM Michael S. Rogers
who is the head of the national security agency,President of Russia_1CD0FF880B7E8CA3,Director of the National Security Agency_C53097E0AE44392B,ADM Michael S. Rogers
who is the head of the national security agency,Sergeant at Arms of the United States House of Representatives_A5907418ECB85976,Director of the National Security Agency_C53097E0AE44392B,ADM Michael S. Rogers
who is the head of the national security agency,United States Air Force Security Forces_A5907418ECB85976,Director of the National Security Agency_C53097E0AE44392B,ADM Michael S. Rogers
who is the head of the national security agency,National Park Service_A5907418ECB85976,Director of the National Security Agency_C53097E0AE44392B,ADM Michael S. Rogers
who is the head of the national security agency,Director of the National Security Agency_A52636D58C87845E,Director of the National Security Agency_C53097E0AE44392B,ADM Michael S. Rogers
who is the head of the national security agency,Drug Enforcement Administration_A5907418ECB85976,Director of the National Security Agency_C53097E0AE44392B,ADM Michael S. Rogers
who is the head of the national security agency,Bureau of Land Management_A5907418ECB85976,Director of the National Security Agency_C53097E0AE44392B,ADM Michael S. Rogers
who is the head of the national security agency,Federal Bureau of Investigation_A5907418ECB85976,Director of the National Security Agency_C53097E0AE44392B,ADM Michael S. Rogers
who is the head of the national security agency,United States Marshals Service_A5907418ECB85976,Director of the National Security Agency_C53097E0AE44392B,ADM Michael S. Rogers
who is the head of the national security agency,Bureau of Engraving and Printing_A5907418ECB85976,Director of the National Security Agency_C53097E0AE44392B,ADM Michael S. Rogers
who is the head of the national security agency,Federal Bureau of Prisons_6B454456F35D382D,Director of the National Security Agency_C53097E0AE44392B,ADM Michael S. Rogers
